grantee,url,amount,date,cause_area,cause_area_url,notes
Take Back Our Republic,https://www.hewlett.org/grants/take-back-our-republic-for-general-operating-support-1/,"$400,000","September 20, 2017",Madison Initiative,https://www.hewlett.org/programs/madison-initiative/,for general operating support
Waxman Strategies,https://www.hewlett.org/grants/waxman-strategies-for-educating-the-public-about-the-risk-of-losing-the-womens-health-preventive-care-under-the-aca/,"$335,000","September 19, 2017",Global Development and Population,https://www.hewlett.org/programs/global-development-and-population/,for educating the public about the risk of losing the women's health preventive care under the ACA
R Street Institute,https://www.hewlett.org/grants/r-street-institute-for-the-working-futures-scenario-planning/,"$100,000","September 17, 2017",Special Projects,https://www.hewlett.org/programs/special-projects/,for the Working Futures scenario planning
Global Press Institute,https://www.hewlett.org/grants/global-press-institute-for-general-operating-support/,"$750,000","September 17, 2017",Global Development and Population,https://www.hewlett.org/programs/global-development-and-population/,for general operating support
R Street Institute,https://www.hewlett.org/grants/r-street-institute-for-the-working-futures-scenario-planning/,"$100,000","September 17, 2017",Special Projects,https://www.hewlett.org/programs/special-projects/,for the Working Futures scenario planning
TransFormCA,https://www.hewlett.org/grants/transformca-for-strategic-planning-and-fund-development/,"$50,000","September 17, 2017",Environment,https://www.hewlett.org/programs/environment/,for strategic planning and fund development
Global Press Institute,https://www.hewlett.org/grants/global-press-institute-for-general-operating-support/,"$750,000","September 17, 2017",Global Development and Population,https://www.hewlett.org/programs/global-development-and-population/,for general operating support
Rose Foundation for Communities and the Environment,https://www.hewlett.org/grants/rose-foundation-for-communities-and-the-environment-for-support-of-the-northern-california-environmental-grassroots-fund-0/,"$40,000","September 17, 2017",Environment,https://www.hewlett.org/programs/environment/,for support of the Northern California Environmental Grassroots Fund
Centre for Internet and Society,https://www.hewlett.org/grants/centre-for-internet-and-society-for-support-of-a-cyber-policy-research-agenda-for-india-0/,"$125,000","September 17, 2017",Cyber,https://www.hewlett.org/programs/cyber/,for support of a cyber policy research agenda for India
African Women's Development Fund,https://www.hewlett.org/grants/african-womens-development-fund-for-general-operating-support/,"$1,000,000","September 17, 2017",Global Development and Population,https://www.hewlett.org/programs/global-development-and-population/,for general operating support
Information Technology and Innovation Foundation,https://www.hewlett.org/grants/information-technology-and-innovation-foundation-for-general-operating-support/,"$60,000","September 17, 2017",Environment,https://www.hewlett.org/programs/environment/,for general operating support
California Alliance for Arts Education,https://www.hewlett.org/grants/california-alliance-for-arts-education-for-a-statewide-communications-development-strategy-for-create-ca/,"$50,000","September 17, 2017",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for a statewide communications development strategy for Create CA
"Campaña Global por la Libertad de Expresión A19, A.C.",https://www.hewlett.org/grants/campana-global-por-la-libertad-de-expresion-a19-a-c-for-the-development-of-mexicos-open-government-partnership-action-plan-0/,"$230,000","September 17, 2017",Global Development and Population,https://www.hewlett.org/programs/global-development-and-population/,for the development of Mexico's Open Government Partnership action plan
Wiki Education Foundation,https://www.hewlett.org/grants/wiki-education-foundation-for-general-operating-support-0/,"$375,000","September 6, 2017",Education,https://www.hewlett.org/programs/education/,for general operating support
IDEO.org,https://www.hewlett.org/grants/ideo-org-for-strategy-development/,"$40,000","September 5, 2017",Global Development and Population,https://www.hewlett.org/programs/global-development-and-population/,for strategy development
Initiative Prospective Agricole et Rurale,https://www.hewlett.org/grants/initiative-prospective-agricole-et-rurale-for-using-agriculture-data-to-improve-agriculture-policy-in-senegal/,"$350,000","September 5, 2017",Global Development and Population,https://www.hewlett.org/programs/global-development-and-population/,for using agriculture data to improve agriculture policy in Senegal
New York Public Radio,https://www.hewlett.org/grants/new-york-public-radio-for-support-of-improved-coverage-of-the-regions-congressional-delegation-0/,"$200,000","September 5, 2017",Madison Initiative,https://www.hewlett.org/programs/madison-initiative/,for support of improved coverage of the region's congressional delegation
"International Planned Parenthood Federation, Western Hemisphere Region",https://www.hewlett.org/grants/international-planned-parenthood-federation-western-hemisphere-region-for-fundraising-support/,"$50,000","September 5, 2017",Global Development and Population,https://www.hewlett.org/programs/global-development-and-population/,for fundraising support
Open Data Watch,https://www.hewlett.org/grants/open-data-watch-for-support-of-research-on-data-usage/,"$385,000","September 5, 2017",Global Development and Population,https://www.hewlett.org/programs/global-development-and-population/,for support of research on data usage
Energy Futures Initiative,https://www.hewlett.org/grants/energy-futures-initiative-for-energy-and-climate-analytics/,"$1,250,000","September 5, 2017",Environment,https://www.hewlett.org/programs/environment/,for energy and climate analytics
Intersection for the Arts,https://www.hewlett.org/grants/intersection-for-the-arts-for-the-arts-education-alliance-of-the-bay-area-project/,"$20,000","September 1, 2017",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for the Arts Education Alliance of the Bay Area project
Home Forward,https://www.hewlett.org/grants/home-forward-for-the-framework-project/,"$250,000","August 30, 2017",Special Projects,https://www.hewlett.org/programs/special-projects/,for the Framework project
RAND Corporation,https://www.hewlett.org/grants/rand-corporation-for-a-project-to-develop-an-analytical-framework-for-cybersecurity-2/,"$28,500","August 29, 2017",Cyber,https://www.hewlett.org/programs/cyber/,for a project to develop an analytical framework for cybersecurity
Woodrow Wilson International Center for Scholars,https://www.hewlett.org/grants/woodrow-wilson-international-center-for-scholars-for-support-of-the-new-congressional-cybersecurity-lab-0/,"$45,000","August 29, 2017",Cyber,https://www.hewlett.org/programs/cyber/,for support of the new Congressional Cybersecurity Lab
RAND Corporation,https://www.hewlett.org/grants/rand-corporation-for-a-project-to-develop-an-analytical-framework-for-cybersecurity-2/,"$28,500","August 29, 2017",Cyber,https://www.hewlett.org/programs/cyber/,for a project to develop an analytical framework for cybersecurity
New York University,https://www.hewlett.org/grants/new-york-university-for-the-census-annual-survey-of-manufacturers/,"$53,600","August 28, 2017",Special Projects,https://www.hewlett.org/programs/special-projects/,for the Census Annual Survey of Manufacturers
Oakland Interfaith Gospel Choir,https://www.hewlett.org/grants/oakland-interfaith-gospel-choir-for-fundraising-planning/,"$50,000","August 25, 2017",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for fundraising planning
Wilderness Society,https://www.hewlett.org/grants/wilderness-society-for-securing-lasting-conservation-protections-and-broadening-voices-for-western-public-lands-0/,"$465,000","August 25, 2017",Environment,https://www.hewlett.org/programs/environment/,for securing lasting conservation protections and broadening voices for western public lands
"Campaign Legal Center, Inc.",https://www.hewlett.org/grants/campaign-legal-center-inc-for-support-of-a-strategic-planning-process/,"$67,500","August 25, 2017",Madison Initiative,https://www.hewlett.org/programs/madison-initiative/,for support of a strategic planning process
United States Capitol Historical Society,https://www.hewlett.org/grants/united-states-capitol-historical-society-for-general-operating-support/,"$150,000","August 25, 2017",Madison Initiative,https://www.hewlett.org/programs/madison-initiative/,for general operating support
Youth Radio,https://www.hewlett.org/grants/youth-radio-for-branding-and-communications/,"$50,000","August 25, 2017",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for branding and communications
